"PotID","Week.dates","measurement.week","Treatment","Season","respiration.measurement.date","seasonal.respiration","CO2flux","CH4flux","mgCH4","averageTemp","MeanSoilMoisture","MEANpH","meanGCC","canopyheight","EvapotranspirationRate","graminoid.cover","shrub.cover","forb.cover","bryophyte.cover","Cover","Diff_height","Rate_change_percent"
11,"May 13 2025 - May 21 2025",1,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,6,7.4,0.303383716,NA,1.4,0.01,0,0,0,0.01,NA,NA
11,"May 21 2025 - May 28 2025",2,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,4.7,7.5,0.307990121,NA,1.4,0.03,0.02,0,0,0.05,NA,NA
11,"May 28 - June 4",3,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,6.8,7.55,0.308256675,16.1,NA,0.03,0.1,0,0,0.13,NA,NA
11,"June 4 - June 11",4,"Heatwave","Summer","11-Jun",NA,0.463241593,-3.19e-07,-0.000442,10,9.8,7.4,0.313169995,16.1,1.4,0.1,0.15,0,0,0.25,0,0
11,"June 11 - June 18",5,"Heatwave","Heatwave","24-Jun",NA,NA,NA,NA,16,9.95,7.05,0.315431961,25.6,1.4,0.17,0.17,0,0.01,0.35,9.5,59.0062111801242
11,"June 18 - June 25",6,"Heatwave","Heatwave","24-Jun",NA,5.675480297,-5.11e-08,-7.08e-05,16,9.5,7.05,0.322948197,33.8,1.6,0.2,0.2,0,0.01,0.41,8.2,32.03125
11,"June 25 - July 2",7,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.95,7.1,0.329309175,37.1,0.8,0.3,0.22,0,0.01,0.53,3.3,9.76331360946747
11,"July 2 - July 10",8,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.55,7.15,0.329173841,39.1,1.6,0.35,0.23,0,0.01,0.59,2,5.39083557951482
11,"July 10 - July 16",9,"Heatwave","Autumn warm","11-Jul",NA,1.93737434,-4.41e-08,-6.12e-05,4.75,9.45,7.05,0.332532895,39.4,1,0.4,0.25,0,0.01,0.66,0.299999999999997,0.767263427109967
11,"July 16 - July 23",10,"Heatwave","Autumn cold","24-Jul",NA,NA,NA,NA,2.5,9.15,6.95,0.329617522,41.8,1,0.04,0.26,0,0,0.3,2.4,6.09137055837563
11,"July 23 - July 30",11,"Heatwave","Autumn cold","24-Jul",NA,1.815255427,-8.64e-09,-1.2e-05,0.5,9.45,6.9,0.327828087,39.5,1,0.39,0.27,0,0.01,0.67,-2.3,-5.5023923444976
11,"July 30 - August 6",12,"Heatwave","Autumn cold","24-Jul",NA,NA,NA,NA,-1.5,7.95,7.5,0.324639236,39.9,NA,0.38,0.27,0,0,0.65,0.399999999999999,1.0126582278481
12,"May 13 2025 - May 21 2025",1,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,6.05,7.4,0.306080115,NA,1.8,0.03,0.01,0,0.1,0.14,NA,NA
12,"May 21 2025 - May 28 2025",2,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,5.8,7.65,0.312774097,NA,1.4,0.05,0.07,0.01,0.11,0.24,NA,NA
12,"May 28 - June 4",3,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,6.85,7.7,0.322669152,NA,1.6,0.08,0.2,0.01,0.1,0.39,NA,NA
12,"June 4 - June 11",4,"Heatwave","Summer","11-Jun",NA,0.876998957,-3.14e-07,-0.000435,10,7.85,7.3,0.329524997,10.6,1.4,0.1,0.25,0.01,0.05,0.41,NA,NA
12,"June 11 - June 18",5,"Heatwave","Heatwave","24-Jun",NA,NA,NA,NA,16,10,7.25,0.33380445,14.4,1.8,0.13,0.28,0.02,0.04,0.47,3.8,35.8490566037736
12,"June 18 - June 25",6,"Heatwave","Heatwave","24-Jun",NA,3.825439326,-5.11e-08,-7.08e-05,16,9.3,6.95,0.346046964,21.2,1.4,0.15,0.35,0.03,0.01,0.54,6.8,47.2222222222222
12,"June 25 - July 2",7,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.7,6.95,0.355529082,23.7,1,0.3,0.4,0.03,0.01,0.74,2.5,11.7924528301887
12,"July 2 - July 10",8,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,10,7.25,0.357341019,22.4,1.4,0.35,0.4,0.03,0.01,0.79,-1.3,-5.48523206751055
12,"July 10 - July 16",9,"Heatwave","Autumn warm","11-Jul",NA,2.036064742,-4.77e-08,-6.61e-05,4.75,9.55,7.2,0.361476528,24.3,0.8,0.34,0.42,0.03,0.01,0.8,1.9,8.48214285714287
12,"July 16 - July 23",10,"Heatwave","Autumn cold","24-Jul",NA,NA,NA,NA,2.5,10,6.55,0.356327353,24.6,0.8,0.4,0.42,0.03,0.01,0.86,0.300000000000001,1.23456790123457
12,"July 23 - July 30",11,"Heatwave","Autumn cold","24-Jul",NA,1.728260762,-7.6e-09,-1.05e-05,0.5,9.85,6.95,0.352120254,23.7,0.8,0.4,0.41,0.02,0.01,0.84,-0.900000000000002,-3.65853658536586
12,"July 30 - August 6",12,"Heatwave","Autumn cold","24-Jul",NA,NA,NA,NA,-1.5,9.5,7.45,0.345115927,20.7,NA,0.04,0.1,0.03,0.01,0.18,-3,-12.6582278481013
13,"May 13 2025 - May 21 2025",1,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,5.6,7.35,0.304781094,NA,1.6,0.03,0.01,0.01,0.01,0.06,NA,NA
13,"May 21 2025 - May 28 2025",2,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,4.4,7.8,0.312323932,NA,1.4,0.07,0.03,0,0.03,0.13,NA,NA
13,"May 28 - June 4",3,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,5.3,7.6,0.314540914,NA,1.6,0.11,0.06,0,0.03,0.2,NA,NA
13,"June 4 - June 11",4,"Heatwave","Summer","11-Jun",NA,1.798470178,-1.18e-07,-0.000164,10,8.6,7.1,0.318406643,14.8,1.6,0.15,0.18,0,0.02,0.35,NA,NA
13,"June 11 - June 18",5,"Heatwave","Heatwave","24-Jun",NA,NA,NA,NA,16,8.4,7.3,0.319902281,19.7,1.4,0.18,0.2,0.01,0.02,0.41,4.9,33.1081081081081
13,"June 18 - June 25",6,"Heatwave","Heatwave","24-Jun",NA,2.195310645,-1.6e-08,-2.22e-05,16,9.1,7,0.331003361,24.9,1.6,0.27,0.22,0.02,0.01,0.52,5.2,26.3959390862944
13,"June 25 - July 2",7,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.5,6.9,0.338623863,28.9,0.8,0.48,0.22,0.02,0.01,0.73,4,16.0642570281125
13,"July 2 - July 10",8,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,8.4,7.05,0.341277884,29.2,1.4,0.52,0.22,0.02,0.01,0.77,0.300000000000001,1.03806228373703
13,"July 10 - July 16",9,"Heatwave","Autumn warm","11-Jul",NA,1.893850637,-4.33e-08,-6e-05,4.75,7.6,7.3,0.341087796,32.6,0.8,0.55,0.2,0.01,0.01,0.77,3.4,11.6438356164384
13,"July 16 -  July 23",10,"Heatwave","Autumn cold","24-Jul",NA,NA,NA,NA,2.5,8.4,6.8,0.340038569,32.3,1,0.54,0.25,0.01,0.01,0.81,-0.300000000000004,-0.920245398773019
13,"July 23 - July 30",11,"Heatwave","Autumn cold","24-Jul",NA,1.162083188,-1.44e-08,-2e-05,0.5,8.95,6.9,0.335562864,32.5,1,0.52,0.25,0.01,0.01,0.79,0.200000000000003,0.619195046439637
13,"July 30 - August 6",12,"Heatwave","Autumn cold","24-Jul",NA,NA,NA,NA,-1.5,8.65,7.15,0.328403782,32.9,NA,0.5,0.23,0.01,0.01,0.75,0.399999999999999,1.23076923076923
14,"May 13 2025 - May 21 2025",1,"Control","Summer","24-Jun",NA,NA,NA,NA,10,6.05,7.45,0.305873135,NA,1.6,0.05,0,0,0.03,0.08,NA,NA
14,"May 21 2025 - May 28 2025",2,"Control","Summer","24-Jun",NA,NA,NA,NA,10,7.5,7.2,0.312437486,NA,1.4,0.18,0,0,0.03,0.21,NA,NA
14,"May 28 - June 4",3,"Control","Summer","24-Jun",NA,NA,NA,NA,10,6.05,7.35,0.316936718,NA,1.6,0.22,0.05,0,0.03,0.3,NA,NA
14,"June 4 - June 11",4,"Control","Summer","24-Jun",NA,NA,NA,NA,10,9.4,7,0.325754685,20.6,1.4,0.27,0.12,0,0.03,0.42,NA,NA
14,"June 11 - June 18",5,"Control","Heatwave","24-Jun",NA,NA,NA,NA,10,7.75,7.15,0.329836095,22.6,1.6,0.3,0.15,0.04,0.03,0.52,2,9.70873786407767
14,"June 18 - June 25",6,"Control","Heatwave","24-Jun",NA,2.49093693,1.97e-08,2.73e-05,10,8.85,6.95,0.332949493,40.1,1.6,0.32,0.18,0.05,0.02,0.57,17.5,77.4336283185841
14,"June 25 - July 2",7,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,8.7,7.05,0.337490239,40.2,1,0.35,0.2,0.05,0.02,0.62,0.100000000000001,0.249376558603495
14,"July 2 - July 10",8,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.3,7,0.344636533,40.4,1.8,0.4,0.19,0.04,0.01,0.64,0.199999999999996,0.497512437810935
14,"July 10 - July 16",9,"Control","Autumn warm","11-Jul",NA,2.040642976,-5.11e-08,-7.08e-05,4.75,8.5,7.05,0.34415592,41.3,1.2,0.38,0.19,0.04,0.01,0.62,0.899999999999999,2.22772277227722
14,"July 16 - July 23",10,"Control","Autumn cold","24-Jul",NA,NA,NA,NA,2.5,8.15,6.95,0.342454871,41.4,1.2,0.38,0.1,0.04,0.01,0.53,0.100000000000001,0.24213075060533
14,"July 23 - July 30",11,"Control","Autumn cold","24-Jul",NA,2.112502056,-1.19e-08,-1.65e-05,0.5,9.5,6.9,0.341816432,40.7,1.2,0.38,0.08,0.01,0.03,0.5,-0.699999999999996,-1.69082125603864
14,"July 30 - August 6",12,"Control","Autumn cold","24-Jul",NA,NA,NA,NA,-1.5,6.55,7.5,0.337037178,39.3,NA,0.38,0.08,0.01,0.01,0.48,-1.40000000000001,-3.43980343980345
15,"May 13 2025 - May 21 2025",1,"Control","Summer","11-Jun",NA,NA,NA,NA,10,4.9,7.2,0.304992248,NA,1.6,0.08,0.01,0,0.02,0.11,NA,NA
15,"May 21 2025 - May 28 2025",2,"Control","Summer","11-Jun",NA,NA,NA,NA,10,4.95,7.55,0.311859658,NA,1.2,0.15,0.05,0,0.05,0.25,NA,NA
15,"May 28 - June 4",3,"Control","Summer","11-Jun",NA,NA,NA,NA,10,4.9,7.75,0.318209298,NA,1.6,0.2,0.1,0,0.06,0.36,NA,NA
15,"June 4 - June 11",4,"Control","Summer","11-Jun",NA,1.450364585,-8.73e-08,-0.000121,10,7,6.9,0.326824717,19.3,1.6,0.25,0.15,0,0.05,0.45,NA,NA
15,"June 11 - June 18",5,"Control","Heatwave","24-Jun",NA,NA,NA,NA,10,7.2,7.05,0.331774769,35.2,1.6,0.32,0.22,0.01,0.04,0.59,15.9,82.3834196891192
15,"June 18 - June 25",6,"Control","Heatwave","24-Jun",NA,1.762460075,1.09e-08,1.51e-05,10,6.4,7.15,0.336048259,41.3,1.8,0.37,0.25,0.04,0.03,0.69,6.09999999999999,17.3295454545454
15,"June 25 - July 2",7,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,8.2,7.15,0.340320111,46.6,1,0.4,0.25,0.04,0.03,0.72,5.3,12.8329297820823
15,"July 2 - July 10",8,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,7.45,7.1,0.34712092,47,1.8,0.43,0.2,0.03,0.02,0.68,0.399999999999999,0.858369098712443
15,"July 10 - July 16",9,"Control","Autumn warm","11-Jul",NA,1.168546879,-6.16e-08,-8.53e-05,4.75,8.2,7.15,0.349623535,47,1,0.43,0.18,0.02,0.03,0.66,0,0
15,"July 16 - July 23",10,"Control","Autumn cold","24-Jul",NA,NA,NA,NA,2.5,7.5,6.9,0.346492896,47.1,1,0.4,0.16,0.02,0.02,0.6,0.100000000000001,0.212765957446812
15,"July 23 - July 30",11,"Control","Autumn cold","24-Jul",NA,1.313734042,1e-08,1.39e-05,0.5,9.25,6.8,0.343067422,47,1,0.4,0.14,0.02,0.02,0.58,-0.100000000000001,-0.212314225053082
15,"July 30 - August 6",12,"Control","Autumn cold","24-Jul",NA,NA,NA,NA,-1.5,7.35,7.3,0.332860116,46.4,NA,0.39,0.15,0,0,0.54,-0.600000000000001,-1.27659574468085
16,"May 13 2025 - May 21 2025",-2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,4.35,7.6,0.304235774,NA,1.6,0.01,0,0,0.01,0.02,NA,NA
16,"May 21 2025 - May 28 2025",-1,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,2.8,7.55,0.306665182,NA,1.4,0.02,0.01,0,0.01,0.04,NA,NA
16,"May 28 - June 4",0,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,5.75,7.75,0.309197462,NA,1.6,0.03,0.02,0,0.01,0.06,NA,NA
16,"June 4 - June 11",1,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,8.6,7,0.30870465,18.1,1.5,0.05,0.04,0,0.02,0.11,NA,NA
16,"June 11 - June 18",2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,9.1,7.05,0.312078136,24.6,1.4,0.08,0.06,0.01,0.02,0.17,6.5,35.9116022099447
16,"June 18 - June 25",3,"Extended","Summer","24-Jun",NA,1.465884525,-8.54e-09,-1.18e-05,10,9.8,7,0.312165451,24.2,1.6,0.1,0.07,0.04,0.02,0.23,-0.400000000000002,-1.62601626016261
16,"June 25 - July 2",4,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,9.85,7.45,0.31600892,25.9,1.8,0.12,0.07,0.04,0.02,0.25,1.7,7.02479338842975
16,"July 2 - July 10",5,"Extended","Heatwave","11-Jul",NA,NA,NA,NA,10,9.45,7.6,0.315210256,27.5,1.6,0.15,0.08,0.04,0.02,0.29,1.6,6.17760617760618
16,"July 10 - July 16",6,"Extended","Heatwave","11-Jul",NA,1.245756101,9.42e-09,1.3e-05,10,9.45,7.1,0.321590615,32.9,1.2,0.18,0.08,0.04,0.03,0.33,5.4,19.6363636363636
16,"July 16 -  July 23",7,"Extended","Autumn warm","24-Jul",NA,NA,NA,NA,10,9.95,6.45,0.322451896,36.4,1.4,0.22,0.07,0.03,0.03,0.35,3.5,10.6382978723404
16,"July 23 - July 30",8,"Extended","Autumn warm","24-Jul",NA,2.094848257,-6.27e-08,-8.69e-05,10,10,6.85,0.328390153,36.2,1.4,0.28,0.1,0.03,0.02,0.43,-0.199999999999996,-0.549450549450538
16,"July 30 - August 6",9,"Extended","Autumn warm","07-Aug",NA,NA,NA,NA,10,9.2,7.1,0.336482462,35.7,1.2,0.38,0.11,0.02,0.01,0.52,-0.5,-1.38121546961326
16,"August 6 - August 13",10,"Extended","Autumn cold","07-Aug",NA,1.935896413,-6.55e-09,-9.08e-06,2.5,8.6,7.25,0.343330184,37.2,1,0.43,0.11,0.02,0.01,0.57,1.5,4.20168067226891
16,"August 13 - August 20",11,"Extended","Autumn cold","21-Aug",NA,NA,NA,NA,0.5,8.45,7.25,0.344443693,37.6,0.8,0.43,0.11,0.02,0.01,0.57,0.399999999999999,1.0752688172043
16,"August 20 - August 27",12,"Extended","Autumn cold","21-Aug",NA,1.07551267,-3.3e-09,-4.57e-06,-1.5,6.2,7.55,0.342179892,36.3,NA,0.43,0.11,0.02,0.01,0.57,-1.3,-3.45744680851065
17,"May 13 2025 - May 21 2025",1,"Control","Summer","24-Jun",NA,NA,NA,NA,10,5.25,7.55,0.30525304,NA,1.8,0,0.01,0,0.03,0.04,NA,NA
17,"May 21 2025 - May 28 2025",2,"Control","Summer","24-Jun",NA,NA,NA,NA,10,5.1,7.45,0.307698831,NA,1.4,0.01,0.03,0.01,0.05,0.1,NA,NA
17,"May 28 - June 4",3,"Control","Summer","24-Jun",NA,NA,NA,NA,10,5.65,7.65,0.312961796,NA,1.4,0.03,0.06,0.02,0.04,0.15,NA,NA
17,"June 4 - June 11",4,"Control","Summer","24-Jun",NA,NA,NA,NA,10,8.9,7,0.313672153,9.6,1.6,0.05,0.12,0.02,0.04,0.23,NA,NA
17,"June 11 - June 18",5,"Control","Heatwave","24-Jun",NA,NA,NA,NA,10,10,7.05,0.316412604,16.3,1.4,0.08,0.13,0.03,0.04,0.28,6.7,69.7916666666667
17,"June 18 - June 25",6,"Control","Heatwave","24-Jun",NA,1.359860406,4.58e-08,6.35e-05,10,9.7,6.85,0.319207361,16.2,1.6,0.12,0.15,0.03,0.03,0.33,-0.100000000000001,-0.613496932515346
17,"June 25 - July 2",7,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,10.2,6.8,0.32323675,18.1,1,0.18,0.16,0.03,0.03,0.4,1.9,11.7283950617284
17,"July 2 - July 10",8,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.55,7.05,0.325443879,17.7,1.4,0.22,0.18,0.03,0.02,0.45,-0.400000000000002,-2.20994475138123
17,"July 10 - July 16",9,"Control","Autumn warm","11-Jul",NA,1.395396024,-7.18e-08,-9.95e-05,4.75,9.95,6.95,0.32837137,19.2,1,0.27,0.18,0.02,0.02,0.49,1.5,8.47457627118644
17,"July 16 - July 23",10,"Control","Autumn cold","24-Jul",NA,NA,NA,NA,2.5,9.85,6.85,0.325864088,19.7,1,0.25,0.18,0.02,0.02,0.47,0.5,2.60416666666667
17,"July 23 - July 30",11,"Control","Autumn cold","24-Jul",NA,0.904182545,-1.83e-08,-2.53e-05,0.5,9.6,7,0.325215152,19.2,1,0.25,0.18,0.02,0.02,0.47,-0.5,-2.53807106598985
17,"July 30 - August 6",12,"Control","Autumn cold","24-Jul",NA,NA,NA,NA,-1.5,8.5,7.5,0.32322137,19.4,NA,0.23,0.18,0.02,0.02,0.45,0.199999999999999,1.04166666666666
18,"May 13 2025 - May 21 2025",-2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,5.1,7.3,0.303899347,NA,1.6,0.04,0.01,0,0.03,0.08,NA,NA
18,"May 21 2025 - May 28 2025",-1,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,4.9,7.7,0.310330057,NA,1.4,0.1,0.02,0,0.03,0.15,NA,NA
18,"May 28 - June 4",0,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,4.3,7.65,0.312753636,NA,1.6,0.15,0.08,0,0.02,0.25,NA,NA
18,"June 4 - June 11",1,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,NA,7,0.317374172,15.7,1.4,0.2,0.18,0,0.02,0.4,NA,NA
18,"June 11 - June 18",2,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,8.9,7.05,0.320270578,23.6,1.6,0.27,0.2,0,0.02,0.49,7.9,50.3184713375796
18,"June 18 - June 25",3,"Extended","Summer","24-Jun",NA,1.448485433,1.71e-08,2.37e-05,10,8.45,6.95,0.32204688,22.3,1.4,0.38,0.25,0,0.01,0.64,-1.3,-5.50847457627119
18,"June 25 - July 2",4,"Extended","Summer","24-Jun",NA,NA,NA,NA,10,8.95,6.95,0.326915987,23.1,1.4,0.42,0.25,0,0.01,0.68,0.800000000000001,3.58744394618834
18,"July 2 - July 10",5,"Extended","Heatwave","11-Jul",NA,NA,NA,NA,10,9.25,6.75,0.336507369,24.9,1.6,0.62,0.27,0,0.01,0.9,1.8,7.79220779220778
18,"July 10 - July 16",6,"Extended","Heatwave","11-Jul",NA,2.204635221,2.7e-09,3.75e-06,10,8.85,6.95,0.353258772,26.3,1.6,0.7,0.25,0,0.01,0.96,1.4,5.62248995983937
18,"July 16 - July 23",7,"Extended","Autumn warm","24-Jul",NA,NA,NA,NA,10,9.5,6.6,0.3631243,27.8,1.6,0.78,0.1,0,0.01,0.89,1.5,5.70342205323194
18,"July 23 - July 30",8,"Extended","Autumn warm","24-Jul",NA,3.009630826,5.28e-10,7.32e-07,10,9.65,6.8,0.376438376,28.9,1.6,0.78,0.1,0,0.01,0.89,1.1,3.95683453237409
18,"July 30 - August 6",9,"Extended","Autumn warm","07-Aug",NA,NA,NA,NA,10,7.5,7.15,0.384319818,30.9,1.4,0.85,0.1,0,0.01,0.96,2,6.9204152249135
18,"August 6 - August 13",10,"Extended","Autumn cold","07-Aug",NA,1.657561427,-1.14e-08,-1.58e-05,2.5,6.85,7.25,0.384799631,34.6,1,0.9,0.12,0,0.01,1.03,3.7,11.9741100323625
18,"August 13 - August 20",11,"Extended","Autumn cold","21-Aug",NA,NA,NA,NA,0.5,7.45,7.25,0.381777981,36.5,1,0.9,0.1,0,0.01,1.01,1.9,5.49132947976878
18,"August 20 - August 27",12,"Extended","Autumn cold","21-Aug",NA,0.995349786,8.7e-09,1.21e-05,-1.5,4.95,7.05,0.36890581,36.7,NA,0.9,0.08,0,0.01,0.99,0.200000000000003,0.54794520547946
19,"May 13 2025 - May 21 2025",1,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,5.05,7.7,0.305685198,NA,1.6,0.05,0.02,0,0.04,0.11,NA,NA
19,"May 21 2025 - May 28 2025",2,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,5.8,7.5,0.309934079,NA,1.2,0.08,0.03,0.02,0.05,0.18,NA,NA
19,"May 28 - June 4",3,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,6,7.5,0.311183316,NA,1.6,0.11,0.06,0.05,0.05,0.27,NA,NA
19,"June 4 - June 11",4,"Heatwave","Summer","11-Jun",NA,1.034548516,-7.43e-08,-0.000103,10,6.75,7.25,0.312935946,9.2,1.6,0.12,0.08,0.07,0.04,0.31,NA,NA
19,"June 11 - June 18",5,"Heatwave","Heatwave","24-Jun",NA,NA,NA,NA,16,8.35,7.1,0.316314856,43.8,1.4,0.18,0.1,0.1,0.02,0.4,34.6,376.086956521739
19,"June 18 - June 25",6,"Heatwave","Heatwave","24-Jun",NA,2.125364002,-4.76e-08,-6.59e-05,16,7.75,6.95,0.323161201,46.6,1.4,0.22,0.18,0.13,0.03,0.56,2.8,6.39269406392695
19,"June 25 - July 2",7,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.85,6.8,0.327201663,56,1,0.22,0.25,0.15,0.02,0.64,9.4,20.1716738197425
19,"July 2 - July 10",8,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,8.45,7.15,0.323481392,57.8,1.8,0.22,0.25,0.15,0.02,0.64,1.8,3.21428571428571
19,"July 10 - July 16",9,"Heatwave","Autumn warm","11-Jul",NA,1.216622242,-6.39e-08,-8.86e-05,4.75,9.45,7.05,0.323340178,58.2,0.8,0.22,0.27,0.16,0.02,0.67,0.400000000000006,0.692041522491359
19,"July 16 -  July 23",10,"Heatwave","Autumn cold","24-Jul",NA,NA,NA,NA,2.5,8.6,6.9,0.31803192,57.1,1.2,0.22,0.27,0.16,0.02,0.67,-1.1,-1.89003436426117
19,"July 23 - July 30",11,"Heatwave","Autumn cold","24-Jul",NA,1.216655323,4.7e-08,6.51e-05,0.5,9.3,7.05,0.319049267,57.3,1.2,0.25,0.27,0.16,0.02,0.7,0.199999999999996,0.35026269702276
19,"July 30 - August 6",12,"Heatwave","Autumn cold","24-Jul",NA,NA,NA,NA,-1.5,8.95,7.25,0.316805814,58.6,NA,0.3,0.27,0.16,0.02,0.75,1.3,2.26876090750437
20,"May 13 2025 - May 21 2025",1,"Control","Summer","24-Jun",NA,NA,NA,NA,10,5.05,7.5,0.306659172,NA,1.8,0.08,0.01,0,0.08,0.17,NA,NA
20,"May 21 2025 - May 28 2025",2,"Control","Summer","24-Jun",NA,NA,NA,NA,10,5.9,7.35,0.314854783,NA,1.4,0.12,0.05,0.01,0.1,0.28,NA,NA
20,"May 28 - June 4",3,"Control","Summer","24-Jun",NA,NA,NA,NA,10,6.6,7.35,0.31751081,NA,1.8,0.17,0.1,0.03,0.11,0.41,NA,NA
20,"June 4 - June 11",4,"Control","Summer","24-Jun",NA,NA,NA,NA,10,8.3,7.1,0.321142605,10.1,1.4,0.2,0.15,0.06,0.11,0.52,NA,NA
20,"June 11 - June 18",5,"Control","Heatwave","24-Jun",NA,NA,NA,NA,10,9,7.15,0.323433698,18.4,1.4,0.27,0.2,0.06,0.09,0.62,8.3,82.1782178217822
20,"June 18 - June 25",6,"Control","Heatwave","24-Jun",NA,1.366173288,1.55e-08,2.15e-05,10,9.05,7.85,0.324081408,21.2,1.6,0.35,0.25,0.06,0.09,0.75,2.8,15.2173913043478
20,"June 25 - July 2",7,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,9.8,7.05,0.327127019,21.9,1,0.38,0.27,0.05,0.08,0.78,0.699999999999999,3.30188679245283
20,"July 2 - July 10",8,"Control","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,8.95,7.15,0.328882673,22.2,1.6,0.4,0.27,0.05,0.07,0.79,0.300000000000001,1.36986301369863
20,"July 10 - July 16",9,"Control","Autumn warm","11-Jul",NA,1.749515684,-3.65e-08,-5.06e-05,4.75,9.1,6.95,0.331127873,22.3,1.2,0.45,0.3,0.04,0.05,0.84,0.100000000000001,0.450450450450457
20,"July 16 - July 23",10,"Control","Autumn cold","11-Jul",NA,NA,NA,NA,2.5,9,6.95,0.329241988,21.8,1.2,0.42,0.3,0.01,0.05,0.78,-0.5,-2.24215246636771
20,"July 23 - July 30",11,"Control","Autumn cold","11-Jul",NA,NA,NA,NA,0.5,9.75,7.05,0.327343938,21.9,1.2,0.42,0.3,0.01,0.03,0.76,0.0999999999999979,0.458715596330265
20,"July 30 - August 6",12,"Control","Autumn cold","11-Jul",NA,NA,NA,NA,-1.5,8.5,7.35,0.322892534,21.7,NA,0.38,0.28,0.01,0.01,0.68,-0.199999999999999,-0.913242009132417
21,"May 13 2025 - May 21 2025",1,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,4.2,7.5,0.306676641,NA,1.4,0.03,0,0,0.03,0.06,NA,NA
21,"May 21 2025 - May 28 2025",2,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,4.7,7.5,0.312587113,NA,1.1,0.05,0.05,0,0.04,0.14,NA,NA
21,"May 28 - June 4",3,"Heatwave","Summer","11-Jun",NA,NA,NA,NA,10,6.4,7.75,0.315498259,NA,1.4,0.1,0.12,0,0.04,0.26,NA,NA
21,"June 4 - June 11",4,"Heatwave","Summer","11-Jun",NA,1.373873228,-3.16e-08,-4.38e-05,10,8.5,7,0.320728129,13.6,1.6,0.15,0.2,0.02,0.04,0.41,NA,NA
21,"June 11 - June 18",5,"Heatwave","Heatwave","24-Jun",NA,NA,NA,NA,16,8.7,6.95,0.324364773,19,1.8,0.18,0.25,0.02,0.03,0.48,5.4,39.7058823529412
21,"June 18 - June 25",6,"Heatwave","Heatwave","24-Jun",NA,3.772613657,-1.89e-08,-2.62e-05,16,9.4,6.95,0.334714686,24.7,1.6,0.27,0.35,0.02,0.02,0.66,5.7,30
21,"June 25 - July 2",7,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,8.2,7.3,0.339524412,28.2,1,0.38,0.37,0.02,0.01,0.78,3.5,14.17004048583
21,"July 2 - July 10",8,"Heatwave","Autumn warm","11-Jul",NA,NA,NA,NA,6.625,8.9,7.1,0.340517571,29.3,1.8,0.38,0.37,0.05,0.01,0.81,1.1,3.90070921985816
21,"July 10 - July 16",9,"Heatwave","Autumn warm","11-Jul",NA,1.607966569,-3.86e-08,-5.35e-05,4.75,8.6,7.1,0.342184634,30.3,1,0.4,0.38,0.05,0.01,0.84,1,3.41296928327645
